city,latitude,longitude,population,Population with at least some secondary education (% ages 25 and older),Total population (millions),Sex ratio at birth (male to female births),"Foreign direct investment, net inflows (% of GDP)",Population ages 15?64 (millions),Inequality-adjusted education index,Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Official entrance age to lower secondary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Dependency ratio,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.2. Water Stress,country
Breckenridge,39.4995,-106.0433,7818.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Bremen,33.7085,-85.1495,6945.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Bridgetown,39.1551,-84.6359,13824.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Bridgewater,40.5934,-74.6076,44726.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Cairo,30.8791,-84.205,9181.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Cambridge,42.3759,-71.1185,118927.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Chicago,41.8373,-87.6862,8604203.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Chula Vista,32.6281,-117.0145,274492.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Cincinnati,39.1413,-84.5061,1662691.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Cleveland,41.4767,-81.6804,1710093.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Clinton,38.7499,-76.9063,40027.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Columbus,39.9862,-82.985,1562009.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Culver City,34.0058,-118.3968,39185.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Dallas,32.7936,-96.7662,5743938.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Damascus,39.2737,-77.2006,15094.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Delhi,37.4306,-120.7759,11735.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Denver,39.7621,-104.8759,2876625.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Detroit,42.3834,-83.1024,3506126.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Douglas,31.3602,-109.5394,16467.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Dublin,37.7161,-121.8963,64826.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
East Highland Park,37.577,-77.3865,15592.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
East St. Louis,38.6156,-90.1304,26047.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Easton,40.6858,-75.2209,27189.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Eldorado at Santa Fe,35.5273,-105.934,5999.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Emeryville,37.8382,-122.2932,12086.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Encinitas,33.049,-117.2613,62709.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Evanston,42.0463,-87.6942,73473.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Fayetteville,36.0713,-94.166,351246.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Flagstaff,35.1872,-111.6195,81974.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Fort Collins,40.5478,-105.0656,312666.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Fort Worth,32.7811,-97.3473,909585.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Freetown,41.7714,-71.0157,9251.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Fremont,37.5265,-121.9852,241110.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Fresno,36.7831,-119.7941,703498.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Geneva,42.8644,-76.9827,28563.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Genoa,42.0926,-88.6964,6467.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Georgetown,30.6668,-97.6953,79604.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Gretna,29.9101,-90.0515,17647.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Hamburg,42.7394,-78.8581,58105.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Hamilton,40.2046,-74.6765,87799.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Hayward,37.6328,-122.0772,159203.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Honolulu,21.3294,-157.846,820987.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Huntington Beach,33.696,-118.0025,199223.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Indianapolis,39.7771,-86.1458,1588961.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Kansas City,39.1239,-94.5541,1636715.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
Key West,24.5637,-81.7768,31401.0,96.029,329.065,1.05,1.454,214.68599999999998,0.875,-1.445,81.405,26.389,0.9670000000000001,46.349,12,102.401420593262,101.73087310791,70.8390808105469,71.506233215332,0.997870028018951,1.0091271692200685,73.23645947205264,103.700927734375,74.55420245,45.8459003223034,6.6,40.4449005126953,5.88137006759644,3.9733920454493337,5.44661998748779,50.530032329281504,-1.6679672114454218,91.16935728696235,90.70803380281264,5.400000095367429,8.1785597915,47.1989016183,2.1,14.4801600448,28.1619842696,United States of America
